Area,Year,ghg_emissions
Sweden,2016,513836.6606
Sweden,2017,528840.1974
Sweden,2018,544519.5889
Sweden,2019,532107.8543
Sweden,2020,579512.2286
Sweden,2021,627051.8089
Sweden,2022,605434.942
Sweden,2030,25370.5379
Sweden,2050,24028.5533
Switzerland,1961,65648.5824
Switzerland,1962,70103.78869999999
Switzerland,1963,73822.1841
Switzerland,1964,72338.2481
Switzerland,1965,76567.5147
Switzerland,1966,77981.7046
Switzerland,1967,79903.7741
Switzerland,1968,84254.0546
Switzerland,1969,86230.6659
Switzerland,1970,88819.5593
Switzerland,1971,89111.323
Switzerland,1972,90592.8671
Switzerland,1973,95698.2366
Switzerland,1974,91607.4301
Switzerland,1975,89071.5898
Switzerland,1976,91566.8235
Switzerland,1977,92343.65079999999
Switzerland,1978,94317.6438
Switzerland,1979,92193.7421
Switzerland,1980,92868.4378
Switzerland,1981,89387.3988
Switzerland,1982,86716.62800000001
Switzerland,1983,90338.89349999999
Switzerland,1984,89506.6155
Switzerland,1985,89541.51640000001
Switzerland,1986,91369.5667
Switzerland,1987,88342.9427
Switzerland,1988,88603.337
Switzerland,1989,87504.1676
Switzerland,1990,477449.2171
Switzerland,1991,463604.3618
Switzerland,1992,462685.24199999997
Switzerland,1993,443040.3822
Switzerland,1994,449654.63289999997
Switzerland,1995,433875.0792
Switzerland,1996,432363.9983
Switzerland,1997,443612.8425
Switzerland,1998,449513.761
Switzerland,1999,447012.5574
Switzerland,2000,469502.3514
Switzerland,2001,463903.7791
Switzerland,2002,440561.3599
Switzerland,2003,437062.6533
Switzerland,2004,440410.1199
Switzerland,2005,449720.2561
Switzerland,2006,458768.2528
Switzerland,2007,438748.43940000003
Switzerland,2008,452558.7048
Switzerland,2009,451786.8186
Switzerland,2010,438742.6482
Switzerland,2011,430369.8058
Switzerland,2012,430538.2707
Switzerland,2013,448645.386
Switzerland,2014,426381.7709
Switzerland,2015,418730.6915
Switzerland,2016,409460.3973
Switzerland,2017,412394.0393
Switzerland,2018,403557.846
Switzerland,2019,402271.0429
Switzerland,2020,392332.794
Switzerland,2021,379981.027
Switzerland,2022,371980.0255
Switzerland,2030,25658.935400000002
Switzerland,2050,26302.4914
USSR,1961,3705640.7487
USSR,1962,3918276.6991
USSR,1963,4133174.8938
USSR,1964,4209109.5011
USSR,1965,4365010.6606
USSR,1966,4638628.9542
USSR,1967,4820164.788
USSR,1968,4909780.2722000005
USSR,1969,4998966.510100001
USSR,1970,5265267.6285
USSR,1971,5509206.4936999995
USSR,1972,5720467.4006
USSR,1973,5908102.8285
USSR,1974,6073630.0682
USSR,1975,6273396.8677
USSR,1976,6419521.1716
USSR,1977,6528279.436
USSR,1978,6495636.4263
USSR,1979,6544703.6411999995
USSR,1980,6736260.045
USSR,1981,6652569.967999999
USSR,1982,6770929.6548999995
USSR,1983,6898217.0624
USSR,1984,6964672.7618
USSR,1985,7286854.7902
USSR,1986,7333212.0504
USSR,1987,7350986.0929
USSR,1988,7358857.7422
USSR,1989,7218865.9052
USSR,1990,37170932.6928
USSR,1991,35894963.5069
Ukraine,1992,6649355.6657
Ukraine,1993,5875198.8565
Ukraine,1994,5020596.3702
Ukraine,1995,4975235.6581
Ukraine,1996,4416069.3893
Ukraine,1997,3874088.6289
Ukraine,1998,3629227.6679
Ukraine,1999,3539536.8617
Ukraine,2000,3444842.6234
Ukraine,2001,3591115.8676
Ukraine,2002,3601324.7382
Ukraine,2003,3802990.0153
Ukraine,2004,3654534.7414
Ukraine,2005,3576632.2336999997
Ukraine,2006,3480143.6125
Ukraine,2007,3450776.5666
Ukraine,2008,3421296.0356
Ukraine,2009,2967807.8641999997
Ukraine,2010,3269051.2568
Ukraine,2011,3402186.2446
Ukraine,2012,3428503.9675
Ukraine,2013,3415580.4856
Ukraine,2014,2990907.8742
Ukraine,2015,2672547.4754
Ukraine,2016,2740240.9085
Ukraine,2017,2636530.2769
Ukraine,2018,2806468.0869
Ukraine,2019,2748751.5365
Ukraine,2020,2604072.3799
Ukraine,2021,2440565.4593
Ukraine,2022,1946558.5565
Ukraine,2030,126360.1592
Ukraine,2050,125818.2148
United Kingdom of Great Britain and Northern Ireland,1961,962227.218
United Kingdom of Great Britain and Northern Ireland,1962,958049.6645
United Kingdom of Great Britain and Northern Ireland,1963,968877.1513
United Kingdom of Great Britain and Northern Ireland,1964,974570.0784
United Kingdom of Great Britain and Northern Ireland,1965,1001301.7847
United Kingdom of Great Britain and Northern Ireland,1966,1002591.4005000001
United Kingdom of Great Britain and Northern Ireland,1967,981737.627
United Kingdom of Great Britain and Northern Ireland,1968,990516.9328
United Kingdom of Great Britain and Northern Ireland,1969,1006650.6328
United Kingdom of Great Britain and Northern Ireland,1970,1042343.8914999999
United Kingdom of Great Britain and Northern Ireland,1971,1053112.2869
United Kingdom of Great Britain and Northern Ireland,1972,1044192.0908
United Kingdom of Great Britain and Northern Ireland,1973,1082395.783
United Kingdom of Great Britain and Northern Ireland,1974,1047136.7370999999
United Kingdom of Great Britain and Northern Ireland,1975,1027373.0453
United Kingdom of Great Britain and Northern Ireland,1976,1014439.9429
United Kingdom of Great Britain and Northern Ireland,1977,1001315.3461000001
United Kingdom of Great Britain and Northern Ireland,1978,1002857.7920999998
United Kingdom of Great Britain and Northern Ireland,1979,1048611.896
United Kingdom of Great Britain and Northern Ireland,1980,974218.45
United Kingdom of Great Britain and Northern Ireland,1981,955688.9149
United Kingdom of Great Britain and Northern Ireland,1982,954416.2884999999
United Kingdom of Great Britain and Northern Ireland,1983,956897.3757999999
United Kingdom of Great Britain and Northern Ireland,1984,941976.6542
United Kingdom of Great Britain and Northern Ireland,1985,966466.7754
United Kingdom of Great Britain and Northern Ireland,1986,1002491.1267
United Kingdom of Great Britain and Northern Ireland,1987,998553.8357
United Kingdom of Great Britain and Northern Ireland,1988,999010.0732
United Kingdom of Great Britain and Northern Ireland,1989,1015837.8205
United Kingdom of Great Britain and Northern Ireland,1990,6485159.9643
United Kingdom of Great Britain and Northern Ireland,1991,6548534.8906
United Kingdom of Great Britain and Northern Ireland,1992,6409082.8715
United Kingdom of Great Britain and Northern Ireland,1993,6234062.2190000005
United Kingdom of Great Britain and Northern Ireland,1994,6224480.0113
United Kingdom of Great Britain and Northern Ireland,1995,6175085.8376
United Kingdom of Great Britain and Northern Ireland,1996,6282672.3738
United Kingdom of Great Britain and Northern Ireland,1997,6080892.4552
United Kingdom of Great Britain and Northern Ireland,1998,6084026.7489
United Kingdom of Great Britain and Northern Ireland,1999,5945136.4849
United Kingdom of Great Britain and Northern Ireland,2000,5918728.0166
United Kingdom of Great Britain and Northern Ireland,2001,5875464.6409
United Kingdom of Great Britain and Northern Ireland,2002,5733291.4819
United Kingdom of Great Britain and Northern Ireland,2003,5766677.3538999995
United Kingdom of Great Britain and Northern Ireland,2004,5739180.858
United Kingdom of Great Britain and Northern Ireland,2005,5761591.3474
United Kingdom of Great Britain and Northern Ireland,2006,5686251.416999999
United Kingdom of Great Britain and Northern Ireland,2007,5492356.414
United Kingdom of Great Britain and Northern Ireland,2008,5390956.8773
United Kingdom of Great Britain and Northern Ireland,2009,5001540.5051
United Kingdom of Great Britain and Northern Ireland,2010,5129685.1424
United Kingdom of Great Britain and Northern Ireland,2011,4826376.016
United Kingdom of Great Britain and Northern Ireland,2012,4970282.3744
United Kingdom of Great Britain and Northern Ireland,2013,4888001.3355
United Kingdom of Great Britain and Northern Ireland,2014,4659699.8384
United Kingdom of Great Britain and Northern Ireland,2015,4555659.6923
United Kingdom of Great Britain and Northern Ireland,2016,4376908.667400001
United Kingdom of Great Britain and Northern Ireland,2017,4305364.2956
United Kingdom of Great Britain and Northern Ireland,2018,4227215.7139
United Kingdom of Great Britain and Northern Ireland,2019,4102949.9724000003
United Kingdom of Great Britain and Northern Ireland,2020,3810988.0695
United Kingdom of Great Britain and Northern Ireland,2021,3782603.3077
United Kingdom of Great Britain and Northern Ireland,2022,3764356.3625
United Kingdom of Great Britain and Northern Ireland,2030,191340.5436
United Kingdom of Great Britain and Northern Ireland,2050,181404.1604
Yugoslav SFR,1961,217752.4879
Yugoslav SFR,1962,222669.286
Yugoslav SFR,1963,218380.6372
Yugoslav SFR,1964,223670.6644
Yugoslav SFR,1965,227726.58419999998
Yugoslav SFR,1966,234226.7963
Yugoslav SFR,1967,239363.34399999998
Yugoslav SFR,1968,246144.15769999998
Yugoslav SFR,1969,240606.3611
Yugoslav SFR,1970,254627.1901
Yugoslav SFR,1971,266074.1681
Yugoslav SFR,1972,262655.2889
Yugoslav SFR,1973,282306.8019
Yugoslav SFR,1974,290877.3791
Yugoslav SFR,1975,297966.8667
Yugoslav SFR,1976,300678.4122
Yugoslav SFR,1977,296410.9101
Yugoslav SFR,1978,306904.5274
Yugoslav SFR,1979,316223.0957
Yugoslav SFR,1980,309814.0887
Yugoslav SFR,1981,320471.5281
Yugoslav SFR,1982,310442.8013
Yugoslav SFR,1983,318205.65140000003
Yugoslav SFR,1984,332569.4897
Yugoslav SFR,1985,326910.9337
Yugoslav SFR,1986,328010.8117
Yugoslav SFR,1987,325166.2269
Yugoslav SFR,1988,328318.0635
Yugoslav SFR,1989,316962.2589
Yugoslav SFR,1990,1406047.6921
Yugoslav SFR,1991,1121111.329
